sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
194;Isla GODFREY;711111304;111-11-0193;IslaGODFREY2155@hotmail.com;907-488-1612;house;1709;1298 John Kalinas Rd,  NORTH POLE, AK, 99712;36;3;2;2;Y;Y;Y;Y;S;130000;121054;5;NA;25/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
195;Isabelle CHRISTIE;711111305;111-11-0194;IsabelleCHRISTIE2155@yahoo.com;907-488-1613;house;864;1299 John Kalinas Rd,  NORTH POLE, AK, 99712;51;3;1;1;Y;Y;Y;N;E;127000;122382;5;NA;25/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
196;Athena GALLACHER;711111306;111-11-0195;AthenaGALLACHER2155@hotmail.com;907-488-1614;house;1456;1300 John Kalinas Rd,  NORTH POLE, AK, 99712;31;3;3;2;Y;Y;Y;N;W;148500;144139;5;NA;25/01/2001;26/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
197;Zoe GAUGHAN;711111307;111-11-0196;ZoeGAUGHAN2155@gmail.com;907-488-1615;house;1726;1301 John Kalinas Rd,  NORTH POLE, AK, 99712;52;3;3;3;Y;Y;Y;N;N;311872;302421;5;NA;25/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
198;Stella KAYE;711111308;111-11-0197;StellaKAYE2155@gmail.com;907-488-1616;house;3112;1302 John Kalinas Rd,  NORTH POLE, AK, 99712;39;4;4;2;Y;Y;Y;Y;E;235000;225206;5;NA;25/01/2001;26/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
199;Peyton KEENAN;711111309;111-11-0198;PeytonKEENAN2155@hotmail.com;907-488-1617;house;2229;1303 John Kalinas Rd,  NORTH POLE, AK, 99712;48;5;1;0;Y;Y;Y;Y;W;104000;98089;5;NA;25/01/2001;24/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
200;Madison DUGUID;711111310;111-11-0199;MadisonDUGUID2155@gmail.com;907-488-1618;house;1713;1304 John Kalinas Rd,  NORTH POLE, AK, 99712;52;3;3;3;Y;Y;Y;N;N;274900;274425;5;NA;25/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
201;Riley PATON;711111311;111-11-0200;RileyPATON2155@yahoo.com;907-488-1619;house;1121;1305 John Kalinas Rd,  NORTH POLE, AK, 99712;41;2;2;2;Y;Y;Y;N;N;140000;130929;5;NA;25/01/2001;25/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
202;Quinn CARLTON;711111312;111-11-0201;QuinnCARLTON2155@hotmail.com;907-488-1620;house;1279;1306 John Kalinas Rd,  NORTH POLE, AK, 99712;46;3;3;2;Y;Y;Y;N;S;171500;169640;5;NA;25/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
203;Alexis FORDYCE;711111313;111-11-0202;AlexisFORDYCE2155@yahoo.com;907-488-1621;house;1310;1307 John Kalinas Rd,  NORTH POLE, AK, 99712;26;2;2;1;Y;Y;Y;Y;S;112000;104081;5;NA;25/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
204;Imogen SADLER;711111314;111-11-0203;ImogenSADLER2155@yahoo.com;907-488-1622;house;848;1308 John Kalinas Rd,  NORTH POLE, AK, 99712;38;1;2;2;Y;Y;Y;Y;E;149000;142812;5;NA;25/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
205;Rose MCGROARTY;711111315;111-11-0204;RoseMCGROARTY2155@gmail.com;907-488-1623;house;1284;1309 John Kalinas Rd,  NORTH POLE, AK, 99712;5;2;2;1;Y;Y;Y;N;W;110000;106845;5;NA;25/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
206;Hazel GRACIE;711111316;111-11-0205;HazelGRACIE2155@gmail.com;907-488-1624;house;1442;1310 John Kalinas Rd,  NORTH POLE, AK, 99712;51;3;2;2;Y;Y;Y;N;N;180500;172888;5;NA;25/01/2001;25/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
207;Eden WHALEN;711111317;111-11-0206;EdenWHALEN2155@gmail.com;907-488-1625;house;1696;1311 John Kalinas Rd,  NORTH POLE, AK, 99712;38;3;2;1;Y;Y;Y;N;E;143900;139261;5;NA;25/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
208;Summer MELVIN;711111318;111-11-0207;SummerMELVIN2155@yahoo.com;907-488-1626;house;1100;1312 John Kalinas Rd,  NORTH POLE, AK, 99712;19;3;2;1;Y;Y;Y;Y;W;141000;139593;5;NA;25/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
209;Ivy MCELROY;711111319;111-11-0208;IvyMCELROY2155@hotmail.com;907-488-1627;house;2062;1313 John Kalinas Rd,  NORTH POLE, AK, 99712;7;3;4;2;Y;Y;Y;Y;N;277000;268238;5;NA;26/01/2001;16/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
210;Ivy HAYTON;711111320;111-11-0209;IvyHAYTON2155@hotmail.com;907-488-1628;house;1092;1314 John Kalinas Rd,  NORTH POLE, AK, 99712;58;3;2;2;Y;Y;Y;N;N;145000;137698;5;NA;26/01/2001;22/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
211;Emily FERNS;711111321;111-11-0210;EmilyFERNS2155@hotmail.com;907-488-1629;house;864;1315 John Kalinas Rd,  NORTH POLE, AK, 99712;39;2;2;0;Y;N;Y;N;S;98000;91927;5;NA;26/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
212;Leah BIRD;711111322;111-11-0211;LeahBIRD2155@gmail.com;907-488-1630;house;1212;1316 John Kalinas Rd,  NORTH POLE, AK, 99712;61;3;2;2;Y;Y;Y;N;S;186000;180172;5;NA;26/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
213;Imogen THOMSON;711111323;111-11-0212;ImogenTHOMSON2155@yahoo.com;907-488-1631;house;1852;1317 John Kalinas Rd,  NORTH POLE, AK, 99712;27;3;4;2;Y;Y;Y;Y;E;252678;249097;5;NA;26/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
214;Daisy HARROLD;711111324;111-11-0213;DaisyHARROLD2155@yahoo.com;907-488-1632;house;990;1318 John Kalinas Rd,  NORTH POLE, AK, 99712;65;3;2;2;Y;Y;Y;Y;W;156000;148976;5;NA;26/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
215;Harriet NORRIE;711111325;111-11-0214;HarrietNORRIE2155@gmail.com;907-488-1633;house;1392;1319 John Kalinas Rd,  NORTH POLE, AK, 99712;7;3;2;1;Y;Y;Y;N;N;161750;155094;5;NA;26/01/2001;06/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
216;Eden BARRIE;711111326;111-11-0215;EdenBARRIE2155@hotmail.com;907-488-1634;house;1236;1320 John Kalinas Rd,  NORTH POLE, AK, 99712;5;2;2;1;Y;Y;Y;N;E;134450;134258;5;NA;26/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
217;Harriet SCULLION;711111327;111-11-0216;HarrietSCULLION2155@hotmail.com;907-488-1635;house;1436;1321 John Kalinas Rd,  NORTH POLE, AK, 99712;57;3;3;2;Y;Y;Y;N;W;210000;208482;5;NA;26/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
218;Alice NEVILLE;711111328;111-11-0217;AliceNEVILLE2155@yahoo.com;907-488-1636;house;1328;1322 John Kalinas Rd,  NORTH POLE, AK, 99712;32;3;1;1;Y;N;Y;Y;N;107000;102956;5;NA;26/01/2001;16/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
219;Isabelle BARR;711111329;111-11-0218;IsabelleBARR2155@hotmail.com;907-488-1637;house;1954;1323 John Kalinas Rd,  NORTH POLE, AK, 99712;60;3;3;2;Y;Y;Y;Y;N;311500;305001;5;NA;26/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
220;Thea FINCH;711111330;111-11-0219;TheaFINCH2155@yahoo.com;907-488-1638;house;1248;1324 John Kalinas Rd,  NORTH POLE, AK, 99712;29;2;2;2;Y;Y;Y;N;S;167240;166627;5;NA;26/01/2001;21/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
221;Emma WATTERS;711111331;111-11-0220;EmmaWATTERS2155@hotmail.com;907-488-1639;house;1498;1325 John Kalinas Rd,  NORTH POLE, AK, 99712;15;2;2;2;Y;Y;Y;N;S;204900;197787;5;NA;26/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
222;Hannah WELLS;711111332;111-11-0221;HannahWELLS2155@yahoo.com;907-488-1640;house;2267;1326 John Kalinas Rd,  NORTH POLE, AK, 99712;40;4;3;2;Y;Y;Y;N;E;200000;196303;5;NA;26/01/2001;20/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
223;Abigail MCCRACKEN;711111333;111-11-0222;AbigailMCCRACKEN2155@hotmail.com;907-488-1641;house;1552;1327 John Kalinas Rd,  NORTH POLE, AK, 99712;11;3;4;2;Y;Y;Y;Y;W;179900;172295;5;NA;26/01/2001;26/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
224;Olive CROCKETT;711111334;111-11-0223;OliveCROCKETT2155@hotmail.com;907-488-1642;house;864;1328 John Kalinas Rd,  NORTH POLE, AK, 99712;26;2;1;2;Y;Y;Y;Y;N;97000;90397;5;NA;27/01/2001;13/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
225;Frankie MERCER;711111335;111-11-0224;FrankieMERCER2155@gmail.com;907-488-1643;house;2392;1329 John Kalinas Rd,  NORTH POLE, AK, 99712;0;3;2;3;Y;Y;Y;N;E;386250;385879;5;NA;27/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
226;Athena DUNCAN;711111336;111-11-0225;AthenaDUNCAN2155@yahoo.com;907-488-1644;house;1302;1330 John Kalinas Rd,  NORTH POLE, AK, 99712;10;3;3;1;Y;Y;Y;N;W;112000;105267;5;NA;27/01/2001;27/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
227;Florence BINGHAM;711111337;111-11-0226;FlorenceBINGHAM2155@yahoo.com;907-488-1645;house;2520;1331 John Kalinas Rd,  NORTH POLE, AK, 99712;9;4;3;3;Y;Y;Y;N;N;290000;280859;5;NA;27/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
228;Thea COWIE;711111338;111-11-0227;TheaCOWIE2155@gmail.com;907-488-1646;house;987;1332 John Kalinas Rd,  NORTH POLE, AK, 99712;32;2;2;1;Y;Y;Y;Y;N;106000;104234;5;NA;27/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
229;Heidi BUCKLEY;711111339;111-11-0228;HeidiBUCKLEY2155@hotmail.com;907-488-1647;house;912;1333 John Kalinas Rd,  NORTH POLE, AK, 99712;58;3;1;1;Y;Y;Y;Y;S;125000;122835;5;NA;27/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
230;Grace CROSBY;711111340;111-11-0229;GraceCROSBY2155@gmail.com;907-488-1648;house;1555;1334 John Kalinas Rd,  NORTH POLE, AK, 99712;5;2;2;2;Y;Y;Y;N;S;192500;186930;5;NA;27/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
231;Evelyn VAUGHAN;711111341;111-11-0230;EvelynVAUGHAN2155@yahoo.com;907-488-1649;house;1194;1335 John Kalinas Rd,  NORTH POLE, AK, 99712;8;3;2;1;Y;Y;Y;N;E;148000;140872;5;NA;27/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
232;Eva YEATS;711111342;111-11-0231;EvaYEATS2155@yahoo.com;907-488-1650;house;2794;1336 John Kalinas Rd,  NORTH POLE, AK, 99712;37;4;4;3;Y;Y;Y;N;W;403000;398839;5;NA;27/01/2001;13/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
233;Piper HOOD;711111343;111-11-0232;PiperHOOD2155@yahoo.com;907-488-1651;house;987;1337 John Kalinas Rd,  NORTH POLE, AK, 99712;33;2;2;1;Y;Y;Y;Y;N;94500;85022;5;NA;27/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
234;Evie BAIRD;711111344;111-11-0233;EvieBAIRD2155@hotmail.com;907-488-1652;house;894;1338 John Kalinas Rd,  NORTH POLE, AK, 99712;11;3;2;1;Y;Y;Y;Y;E;128200;126631;5;NA;27/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
235;Zoey KILLEN;711111345;111-11-0234;ZoeyKILLEN2155@hotmail.com;907-488-1653;house;1960;1339 John Kalinas Rd,  NORTH POLE, AK, 99712;65;4;4;2;Y;Y;Y;N;W;216500;214975;5;NA;27/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
236;Jessica SANDERSON;711111346;111-11-0235;JessicaSANDERSON2155@yahoo.com;907-488-1654;house;987;1340 John Kalinas Rd,  NORTH POLE, AK, 99712;2;2;2;1;Y;Y;Y;N;N;89500;84867;5;NA;27/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
237;Frankie BRANNAN;711111347;111-11-0236;FrankieBRANNAN2155@yahoo.com;907-488-1655;house;1414;1341 John Kalinas Rd,  NORTH POLE, AK, 99712;2;3;2;2;Y;Y;Y;N;N;185500;183723;5;NA;27/01/2001;16/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
238;Cora LITTLE;711111348;111-11-0237;CoraLITTLE2155@gmail.com;907-488-1656;house;1744;1342 John Kalinas Rd,  NORTH POLE, AK, 99712;1;3;3;2;Y;Y;Y;Y;S;194500;184697;5;NA;27/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
239;Stella SWEENEY;711111349;111-11-0238;StellaSWEENEY2155@yahoo.com;907-488-1657;house;1694;1343 John Kalinas Rd,  NORTH POLE, AK, 99712;37;3;2;3;Y;Y;Y;Y;S;318000;308655;5;NA;29/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
240;Elsie MCTAVISH;711111350;111-11-0239;ElsieMCTAVISH2155@gmail.com;907-488-1658;house;1487;1344 John Kalinas Rd,  NORTH POLE, AK, 99712;38;3;2;1;Y;Y;Y;N;E;113000;104387;5;NA;29/01/2001;21/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
241;Paige CULLEN;711111351;111-11-0240;PaigeCULLEN2155@yahoo.com;907-488-1659;house;1566;1345 John Kalinas Rd,  NORTH POLE, AK, 99712;31;3;3;2;Y;Y;Y;N;W;262500;253968;5;NA;29/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
242;Eleanor LYNCH;711111352;111-11-0241;EleanorLYNCH2155@hotmail.com;907-488-1660;house;866;1346 John Kalinas Rd,  NORTH POLE, AK, 99712;36;2;1;0;Y;Y;Y;N;N;110500;100797;5;NA;29/01/2001;10/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
243;Ivy BYARS;711111353;111-11-0242;IvyBYARS2155@hotmail.com;907-488-1661;house;1440;1347 John Kalinas Rd,  NORTH POLE, AK, 99712;35;3;1;1;Y;N;Y;Y;E;79000;70643;5;NA;29/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
244;Millie SMALL;711111354;111-11-0243;MillieSMALL2155@yahoo.com;907-488-1662;house;1217;1348 John Kalinas Rd,  NORTH POLE, AK, 99712;37;3;2;1;Y;Y;Y;Y;W;120000;119705;5;NA;29/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
245;Millie MELDRUM;711111355;111-11-0244;MillieMELDRUM2155@hotmail.com;907-488-1663;house;2110;1349 John Kalinas Rd,  NORTH POLE, AK, 99712;59;3;4;2;Y;Y;Y;N;N;205000;199404;5;NA;29/01/2001;20/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
246;Isabelle GAFFNEY;711111356;111-11-0245;IsabelleGAFFNEY2155@gmail.com;907-488-1664;house;1872;1350 John Kalinas Rd,  NORTH POLE, AK, 99712;57;3;3;2;Y;Y;Y;N;N;241500;232202;5;NA;29/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
247;Zoey MULGREW;711111357;111-11-0246;ZoeyMULGREW2155@gmail.com;907-488-1665;house;1928;1351 John Kalinas Rd,  NORTH POLE, AK, 99712;67;4;2;1;Y;N;Y;N;S;137000;128441;5;NA;29/01/2001;28/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
248;Amelia QUEEN;711111358;111-11-0247;AmeliaQUEEN2155@gmail.com;907-488-1666;house;1375;1352 John Kalinas Rd,  NORTH POLE, AK, 99712;6;2;1;2;Y;Y;Y;Y;S;140000;137024;5;NA;29/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
249;Alexis LAMONT;711111359;111-11-0248;AlexisLAMONT2155@yahoo.com;907-488-1667;house;1668;1353 John Kalinas Rd,  NORTH POLE, AK, 99712;56;3;3;2;Y;Y;Y;Y;E;180000;179147;5;NA;29/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
250;Frankie TONNER;711111360;111-11-0249;FrankieTONNER2155@hotmail.com;907-488-1668;house;2144;1354 John Kalinas Rd,  NORTH POLE, AK, 99712;41;4;3;2;Y;Y;Y;N;W;277000;274209;5;NA;29/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
251;Stella BARR;711111361;111-11-0250;StellaBARR2155@hotmail.com;907-488-1669;house;1306;1355 John Kalinas Rd,  NORTH POLE, AK, 99712;52;3;1;0;Y;Y;Y;N;N;76500;74246;5;NA;29/01/2001;28/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
252;Chloe PICKEN;711111362;111-11-0251;ChloePICKEN2155@yahoo.com;907-488-1670;house;1625;1356 John Kalinas Rd,  NORTH POLE, AK, 99712;43;2;4;2;Y;Y;Y;N;E;235000;232609;5;NA;29/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
253;Ella TEMPLE;711111363;111-11-0252;EllaTEMPLE2155@gmail.com;907-488-1671;house;1640;1357 John Kalinas Rd,  NORTH POLE, AK, 99712;66;3;3;2;Y;Y;Y;Y;W;173000;166954;5;NA;29/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
254;Indie FITZGERALD;711111364;111-11-0253;IndieFITZGERALD2155@hotmail.com;907-488-1672;house;1302;1358 John Kalinas Rd,  NORTH POLE, AK, 99712;51;3;3;1;Y;Y;Y;Y;N;158000;154200;5;NA;30/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
255;Aaliyah MCGOUGAN;711111365;111-11-0254;AaliyahMCGOUGAN2155@yahoo.com;907-488-1673;house;1314;1359 John Kalinas Rd,  NORTH POLE, AK, 99712;55;3;2;1;Y;Y;Y;N;N;145000;143035;5;NA;30/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
256;Jessica SPEIRS;711111366;111-11-0255;JessicaSPEIRS2155@gmail.com;907-488-1674;house;2291;1360 John Kalinas Rd,  NORTH POLE, AK, 99712;27;4;3;2;Y;Y;Y;N;S;230000;225330;5;NA;30/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
257;Grace WILL;711111367;111-11-0256;GraceWILL2155@yahoo.com;907-488-1675;house;1728;1361 John Kalinas Rd,  NORTH POLE, AK, 99712;32;3;3;2;Y;Y;Y;N;S;207500;199567;5;NA;30/01/2001;27/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
258;Evelyn BALLARD;711111368;111-11-0257;EvelynBALLARD2155@gmail.com;907-488-1676;house;1604;1362 John Kalinas Rd,  NORTH POLE, AK, 99712;9;3;4;2;Y;Y;Y;Y;E;220000;213494;5;NA;30/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
