sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
231;Zoey KILLEN;711111345;111-11-0234;ZoeyKILLEN2155@hotmail.com;907-488-1653;house;1960;8893 Keystone Crossing, Indianapolis, IN, 46240;15;4;4;2;Y;Y;Y;N;W;216500;214975;5;NA;27-01-2001;17-02-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
232;Jessica SANDERSON;711111346;111-11-0235;JessicaSANDERSON2155@yahoo.com;907-488-1654;house;987;8894 Keystone Crossing, Indianapolis, IN, 46240;65;2;2;1;Y;Y;Y;N;N;89500;84867;5;NA;27-01-2001;30-01-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
233;Frankie BRANNAN;711111347;111-11-0236;FrankieBRANNAN2155@yahoo.com;907-488-1655;house;1414;8895 Keystone Crossing, Indianapolis, IN, 46240;9;3;2;2;Y;Y;Y;N;N;185500;183723;5;NA;27-01-2001;16-02-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
234;Cora LITTLE;711111348;111-11-0237;CoraLITTLE2155@gmail.com;907-488-1656;house;1744;21 State Street, Boston, MA, 02109;45;3;3;2;Y;Y;Y;Y;S;194500;184697;5;NA;27-01-2001;17-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
235;Stella SWEENEY;711111349;111-11-0238;StellaSWEENEY2155@yahoo.com;907-488-1657;house;1694;22 State Street, Boston, MA, 02109;1;3;2;3;Y;Y;Y;Y;S;318000;308655;5;NA;29-01-2001;19-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
236;Elsie MCTAVISH;711111350;111-11-0239;ElsieMCTAVISH2155@gmail.com;907-488-1658;house;1487;23 State Street, Boston, MA, 02109;53;3;2;1;Y;Y;Y;N;E;113000;104387;5;NA;29-01-2001;21-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
237;Paige CULLEN;711111351;111-11-0240;PaigeCULLEN2155@yahoo.com;907-488-1659;house;1566;24 State Street, Boston, MA, 02109;60;3;3;2;Y;Y;Y;N;W;262500;253968;5;NA;29-01-2001;19-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
238;Eleanor LYNCH;711111352;111-11-0241;EleanorLYNCH2155@hotmail.com;907-488-1660;house;866;25 State Street, Boston, MA, 02109;59;2;1;0;Y;Y;Y;N;N;110500;100797;5;NA;29-01-2001;10-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
239;Ivy BYARS;711111353;111-11-0242;IvyBYARS2155@hotmail.com;907-488-1661;house;1440;26 State Street, Boston, MA, 02109;22;3;1;1;Y;N;Y;Y;E;79000;70643;5;NA;29-01-2001;14-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
240;Millie SMALL;711111354;111-11-0243;MillieSMALL2155@yahoo.com;907-488-1662;house;1217;27 State Street, Boston, MA, 02109;31;3;2;1;Y;Y;Y;Y;W;120000;119705;5;NA;29-01-2001;05-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
241;Millie MELDRUM;711111355;111-11-0244;MillieMELDRUM2155@hotmail.com;907-488-1663;house;2110;28 State Street, Boston, MA, 02109;45;3;4;2;Y;Y;Y;N;N;205000;199404;5;NA;29-01-2001;20-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
242;Isabelle GAFFNEY;711111356;111-11-0245;IsabelleGAFFNEY2155@gmail.com;907-488-1664;house;1872;29 State Street, Boston, MA, 02109;21;3;3;2;Y;Y;Y;N;N;241500;232202;5;NA;29-01-2001;01-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
243;Zoey MULGREW;711111357;111-11-0246;ZoeyMULGREW2155@gmail.com;907-488-1665;house;1928;30 State Street, Boston, MA, 02109;68;4;2;1;Y;N;Y;N;S;137000;128441;5;NA;29-01-2001;28-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
244;Amelia QUEEN;711111358;111-11-0247;AmeliaQUEEN2155@gmail.com;907-488-1666;house;1375;31 State Street, Boston, MA, 02109;56;2;1;2;Y;Y;Y;Y;S;140000;137024;5;NA;29-01-2001;05-02-2001;sale;13;Boston;60 State Street, Boston, MA, 02109;617-531-9000;boston@realstateUSA.com
245;Alexis LAMONT;711111359;111-11-0248;AlexisLAMONT2155@yahoo.com;907-488-1667;house;1668;6722 Columbia Gateway Drive, Columbia, MD, 21046;54;3;3;2;Y;Y;Y;Y;E;180000;179147;5;NA;29-01-2001;05-02-2001;sale;14;Columbia;6721 Columbia Gateway Drive, Columbia, MD, 21046;410-740-5011;columbia@realstateUSA.com
246;Frankie TONNER;711111360;111-11-0249;FrankieTONNER2155@hotmail.com;907-488-1668;house;2144;6723 Columbia Gateway Drive, Columbia, MD, 21046;57;4;3;2;Y;Y;Y;N;W;277000;274209;5;NA;29-01-2001;03-02-2001;sale;14;Columbia;6721 Columbia Gateway Drive, Columbia, MD, 21046;410-740-5011;columbia@realstateUSA.com
247;Stella BARR;711111361;111-11-0250;StellaBARR2155@hotmail.com;907-488-1669;house;1306;1901 South Blvd., Charlotte, NC, 28203;50;3;1;0;Y;Y;Y;N;N;76500;74246;5;NA;29-01-2001;28-02-2001;sale;15;Charlotte;1900 South Blvd., Charlotte, NC, 28203;980-422-0809;charlotte@realstateUSA.com
248;Chloe PICKEN;711111362;111-11-0251;ChloePICKEN2155@yahoo.com;907-488-1670;house;1625;1902 South Blvd., Charlotte, NC, 28203;57;2;4;2;Y;Y;Y;N;E;235000;232609;5;NA;29-01-2001;15-02-2001;sale;15;Charlotte;1900 South Blvd., Charlotte, NC, 28203;980-422-0809;charlotte@realstateUSA.com
249;Ella TEMPLE;711111363;111-11-0252;EllaTEMPLE2155@gmail.com;907-488-1671;house;1640;1903 South Blvd., Charlotte, NC, 28203;22;3;3;2;Y;Y;Y;Y;W;173000;166954;5;NA;29-01-2001;19-02-2001;sale;15;Charlotte;1900 South Blvd., Charlotte, NC, 28203;980-422-0809;charlotte@realstateUSA.com
250;Indie FITZGERALD;711111364;111-11-0253;IndieFITZGERALD2155@hotmail.com;907-488-1672;house;1302;1904 South Blvd., Charlotte, NC, 28203;66;3;3;1;Y;Y;Y;Y;N;158000;154200;5;NA;30-01-2001;15-02-2001;sale;15;Charlotte;1900 South Blvd., Charlotte, NC, 28203;980-422-0809;charlotte@realstateUSA.com
251;Aaliyah MCGOUGAN;711111365;111-11-0254;AaliyahMCGOUGAN2155@yahoo.com;907-488-1673;house;1314;1905 South Blvd., Charlotte, NC, 28203;55;3;2;1;Y;Y;Y;N;N;145000;143035;5;NA;30-01-2001;19-02-2001;sale;15;Charlotte;1900 South Blvd., Charlotte, NC, 28203;980-422-0809;charlotte@realstateUSA.com
252;Jessica SPEIRS;711111366;111-11-0255;JessicaSPEIRS2155@gmail.com;907-488-1674;house;2291;38 Howard Hughes Parkway, Las Vegas, NV, 89169;50;4;3;2;Y;Y;Y;N;S;230000;225330;5;NA;30-01-2001;14-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
253;Heidi BALD;711111371;111-11-0260;HeidiBALD2155@hotmail.com;907-488-1679;house;1382;39 Howard Hughes Parkway, Las Vegas, NV, 89169;5;3;2;2;Y;Y;Y;N;E;176000;167870;5;NA;30-01-2001;10-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
254;Aaliyah MACBEAN;711111376;111-11-0265;AaliyahMACBEAN2155@hotmail.com;907-488-1684;house;1422;40 Howard Hughes Parkway, Las Vegas, NV, 89169;47;3;2;2;Y;Y;Y;N;S;175500;172751;5;NA;30-01-2001;22-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
255;Lilly DONACHIE;711111381;111-11-0270;LillyDONACHIE2155@hotmail.com;907-488-1689;house;1939;41 Howard Hughes Parkway, Las Vegas, NV, 89169;64;3;3;3;Y;Y;Y;N;W;266000;257558;5;NA;31-01-2001;02-03-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
256;Zoey DOOLEY;711111386;111-11-0275;ZoeyDOOLEY2155@hotmail.com;907-488-1694;house;1548;42 Howard Hughes Parkway, Las Vegas, NV, 89169;66;3;3;2;Y;N;Y;N;E;205000;198622;5;NA;31-01-2001;06-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
257;Sophia ARMITAGE;711111391;111-11-0280;SophiaARMITAGE2155@gmail.com;907-488-1699;house;1982;43 Howard Hughes Parkway, Las Vegas, NV, 89169;66;3;3;2;Y;Y;Y;N;N;228500;220090;5;NA;08-01-2001;05-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
258;Nina MCGOWAN;711111392;111-11-0281;NinaMCGOWAN2155@yahoo.com;907-488-1700;house;1262;44 Howard Hughes Parkway, Las Vegas, NV, 89169;32;2;2;2;Y;Y;Y;N;N;185000;179625;5;NA;08-01-2001;01-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
259;Ella MOORE;711111393;111-11-0282;EllaMOORE2155@hotmail.com;907-488-1701;house;1314;45 Howard Hughes Parkway, Las Vegas, NV, 89169;38;2;3;2;Y;Y;Y;Y;S;207500;204946;5;NA;08-01-2001;06-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
260;Evie MCCOMBIE;711111394;111-11-0283;EvieMCCOMBIE2155@yahoo.com;907-488-1702;house;1468;46 Howard Hughes Parkway, Las Vegas, NV, 89169;20;3;2;3;Y;Y;Y;Y;S;244600;236891;5;NA;08-01-2001;06-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
261;Aurora ARMIT;711111395;111-11-0284;AuroraARMIT2155@gmail.com;907-488-1703;house;1575;47 Howard Hughes Parkway, Las Vegas, NV, 89169;24;2;3;2;Y;Y;Y;N;E;179200;178797;5;NA;08-01-2001;02-02-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
262;Luna FINCH;711111396;111-11-0285;LunaFINCH2155@hotmail.com;907-488-1704;house;1250;48 Howard Hughes Parkway, Las Vegas, NV, 89169;66;2;3;2;Y;Y;Y;N;W;164700;158634;5;NA;09-01-2001;22-01-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
263;Mackenzie CAMERON;711111397;111-11-0286;MackenzieCAMERON2155@gmail.com;907-488-1705;house;1734;49 Howard Hughes Parkway, Las Vegas, NV, 89169;37;3;2;2;Y;Y;Y;N;N;159000;157236;5;NA;09-01-2001;18-01-2001;sale;16;Las Vegas;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas@realstateUSA.com
264;Grace WILL;711111367;111-11-0256;GraceWILL2155@yahoo.com;907-488-1675;house;1728;462 5th Avenue, New York, NY, 10017;11;3;3;2;Y;Y;Y;N;S;207500;199567;5;NA;30-01-2001;27-02-2001;sale;17;New York;461 5th Avenue, New York, NY, 10017;212-750-1833;newyork@realstateUSA.com
265;Amber REGAN;711111372;111-11-0261;AmberREGAN2155@gmail.com;907-488-1680;house;2574;463 5th Avenue, New York, NY, 10017;8;3;3;3;Y;Y;Y;N;W;276000;275649;5;NA;30-01-2001;12-02-2001;sale;17;New York;461 5th Avenue, New York, NY, 10017;212-750-1833;newyork@realstateUSA.com
266;Aurora CHEYNE;711111377;111-11-0266;AuroraCHEYNE2155@hotmail.com;907-488-1685;house;1511;464 5th Avenue, New York, NY, 10017;4;3;4;2;Y;Y;Y;N;E;185000;179693;5;NA;30-01-2001;28-02-2001;sale;17;New York;461 5th Avenue, New York, NY, 10017;212-750-1833;newyork@realstateUSA.com
267;Eva RONALD;711111382;111-11-0271;EvaRONALD2155@gmail.com;907-488-1690;house;1363;465 5th Avenue, New York, NY, 10017;41;2;2;2;Y;Y;Y;N;N;241500;238864;5;NA;31-01-2001;15-02-2001;sale;17;New York;461 5th Avenue, New York, NY, 10017;212-750-1833;newyork@realstateUSA.com
268;Ava MORE;711111387;111-11-0276;AvaMORE2155@gmail.com;907-488-1695;house;1560;466 5th Avenue, New York, NY, 10017;4;3;2;2;Y;Y;Y;N;W;201000;196913;5;NA;31-01-2001;23-02-2001;sale;17;New York;461 5th Avenue, New York, NY, 10017;212-750-1833;newyork@realstateUSA.com
269;Brooklyn MANN;711111398;111-11-0287;BrooklynMANN2155@yahoo.com;907-488-1706;house;858;467 5th Avenue, New York, NY, 10017;29;3;1;0;Y;Y;Y;Y;E;88000;82915;5;NA;09-01-2001;15-01-2001;sale;17;New York;461 5th Avenue, New York, NY, 10017;212-750-1833;newyork@realstateUSA.com
270;Evelyn BALLARD;711111368;111-11-0257;EvelynBALLARD2155@gmail.com;907-488-1676;house;1604;8761 Global Way, West Chester, OH, 45069;40;3;4;2;Y;Y;Y;Y;E;220000;213494;5;NA;30-01-2001;07-02-2001;sale;18;West Chester;8760 Global Way, West Chester, OH, 45069;513-346-6300;westchester@realstateUSA.com
271;Isla MALLOY;711111373;111-11-0262;IslaMALLOY2155@yahoo.com;907-488-1681;house;1212;8762 Global Way, West Chester, OH, 45069;21;3;2;2;Y;Y;Y;Y;N;151000;146447;5;NA;30-01-2001;12-02-2001;sale;18;West Chester;8760 Global Way, West Chester, OH, 45069;513-346-6300;westchester@realstateUSA.com
272;Emily CLEARY;711111378;111-11-0267;EmilyCLEARY2155@yahoo.com;907-488-1686;house;2192;8763 Global Way, West Chester, OH, 45069;66;4;3;1;Y;Y;Y;Y;W;179500;172806;5;NA;30-01-2001;01-03-2001;sale;18;West Chester;8760 Global Way, West Chester, OH, 45069;513-346-6300;westchester@realstateUSA.com
273;Maia BRUCE;711111383;111-11-0272;MaiaBRUCE2155@yahoo.com;907-488-1691;house;2270;8764 Global Way, West Chester, OH, 45069;4;4;3;3;Y;Y;Y;Y;N;290000;283528;5;NA;31-01-2001;07-02-2001;sale;18;West Chester;8760 Global Way, West Chester, OH, 45069;513-346-6300;westchester@realstateUSA.com
274;Imogen MCGLYNN;711111388;111-11-0277;ImogenMCGLYNN2155@gmail.com;907-488-1696;house;864;8765 Global Way, West Chester, OH, 45069;18;2;1;2;Y;Y;Y;Y;N;141000;138967;5;NA;31-01-2001;03-02-2001;sale;18;West Chester;8760 Global Way, West Chester, OH, 45069;513-346-6300;westchester@realstateUSA.com
275;Ellie LEACH;711111399;111-11-0288;EllieLEACH2155@yahoo.com;907-488-1707;house;900;8766 Global Way, West Chester, OH, 45069;10;3;1;1;Y;Y;Y;Y;W;122000;120498;5;NA;09-01-2001;30-01-2001;sale;18;West Chester;8760 Global Way, West Chester, OH, 45069;513-346-6300;westchester@realstateUSA.com
276;Eleanor REGAN;711111369;111-11-0258;EleanorREGAN2155@hotmail.com;907-488-1677;house;1792;99 S. Shady Grove Road, Memphis, TN, 38120;67;3;3;2;Y;Y;Y;Y;W;231500;229154;5;NA;30-01-2001;31-01-2001;sale;19;Memphis;999 S. Shady Grove Road, Memphis, TN, 38120;901-547-9292;memphis@realstateUSA.com
277;Emily TWEEDIE;711111374;111-11-0263;EmilyTWEEDIE2155@hotmail.com;907-488-1682;house;1316;100 S. Shady Grove Road, Memphis, TN, 38120;68;3;2;2;Y;Y;Y;Y;N;130000;127011;5;NA;30-01-2001;28-02-2001;sale;19;Memphis;999 S. Shady Grove Road, Memphis, TN, 38120;901-547-9292;memphis@realstateUSA.com
278;Chloe MCTAVISH;711111379;111-11-0268;ChloeMCTAVISH2155@yahoo.com;907-488-1687;house;778;101 S. Shady Grove Road, Memphis, TN, 38120;51;2;1;1;Y;Y;Y;Y;N;120500;112737;5;NA;31-01-2001;19-02-2001;sale;19;Memphis;999 S. Shady Grove Road, Memphis, TN, 38120;901-547-9292;memphis@realstateUSA.com
279;Abigail DUNCAN;711111384;111-11-0273;AbigailDUNCAN2155@yahoo.com;907-488-1692;house;1632;102 S. Shady Grove Road, Memphis, TN, 38120;42;3;3;1;Y;Y;Y;Y;S;139000;131853;5;NA;31-01-2001;13-02-2001;sale;19;Memphis;999 S. Shady Grove Road, Memphis, TN, 38120;901-547-9292;memphis@realstateUSA.com
280;Ivy LIGHTBODY;711111389;111-11-0278;IvyLIGHTBODY2155@gmail.com;907-488-1697;house;2121;103 S. Shady Grove Road, Memphis, TN, 38120;58;3;3;3;Y;Y;Y;Y;E;415298;414737;5;NA;31-01-2001;14-02-2001;sale;19;Memphis;999 S. Shady Grove Road, Memphis, TN, 38120;901-547-9292;memphis@realstateUSA.com
281;Olive CAIN;711111400;111-11-0289;OliveCAIN2155@hotmail.com;907-488-1708;house;1396;104 S. Shady Grove Road, Memphis, TN, 38120;55;3;1;1;Y;Y;Y;N;N;153575;146399;5;NA;09-01-2001;02-02-2001;sale;19;Memphis;999 S. Shady Grove Road, Memphis, TN, 38120;901-547-9292;memphis@realstateUSA.com
282;Summer MEARNS;711111370;111-11-0259;SummerMEARNS2155@yahoo.com;907-488-1678;house;882;407 11th Avenue, Nashville, TN, 37203;13;2;1;1;Y;Y;N;N;N;97000;87535;5;NA;30-01-2001;05-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
283;Addison BAIN;711111375;111-11-0264;AddisonBAIN2155@hotmail.com;907-488-1683;house;764;408 11th Avenue, Nashville, TN, 37203;65;2;1;2;Y;N;Y;N;S;73000;63408;5;NA;30-01-2001;03-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
284;Ava CHARLES;711111380;111-11-0269;AvaCHARLES2155@hotmail.com;907-488-1688;house;1113;409 11th Avenue, Nashville, TN, 37203;65;3;3;1;Y;Y;Y;N;E;148000;138151;5;NA;31-01-2001;12-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
285;Florence JOHNSTON;711111385;111-11-0274;FlorenceJOHNSTON2155@hotmail.com;907-488-1693;house;816;410 11th Avenue, Nashville, TN, 37203;62;2;1;1;Y;Y;Y;N;S;124500;121075;5;NA;31-01-2001;03-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
286;Mackenzie LAMBIE;711111390;111-11-0279;MackenzieLAMBIE2155@hotmail.com;907-488-1698;house;2022;411 11th Avenue, Nashville, TN, 37203;45;4;3;2;Y;Y;Y;N;W;192000;183881;5;NA;31-01-2001;24-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
287;Ruby DARBY;711111401;111-11-0290;RubyDARBY2155@yahoo.com;907-488-1709;house;1919;412 11th Avenue, Nashville, TN, 37203;51;3;3;2;Y;Y;Y;N;N;233230;228019;5;NA;09-01-2001;19-01-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
288;Isla MERCER;711111402;111-11-0291;IslaMERCER2155@gmail.com;907-488-1710;house;1716;413 11th Avenue, Nashville, TN, 37203;42;6;3;0;Y;N;Y;N;S;135900;129447;5;NA;10-01-2001;10-01-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
289;Isla MCFADDEN;711111403;111-11-0292;IslaMCFADDEN2155@hotmail.com;907-488-1711;house;1716;414 11th Avenue, Nashville, TN, 37203;67;3;2;1;Y;Y;Y;Y;S;131000;125385;5;NA;10-01-2001;22-01-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
290;Rose LAMB;711111404;111-11-0293;RoseLAMB2155@hotmail.com;907-488-1712;house;2263;415 11th Avenue, Nashville, TN, 37203;43;3;4;2;Y;Y;Y;Y;E;235000;234568;5;NA;10-01-2001;22-01-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
291;Madison GILMORE;711111405;111-11-0294;MadisonGILMORE2155@hotmail.com;907-488-1713;house;1644;416 11th Avenue, Nashville, TN, 37203;36;3;2;2;Y;Y;Y;N;W;167000;165771;5;NA;10-01-2001;22-01-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
292;Millie WILKIE;711111406;111-11-0295;MillieWILKIE2155@yahoo.com;907-488-1714;house;1003;417 11th Avenue, Nashville, TN, 37203;42;3;2;2;Y;Y;Y;N;N;142500;140356;5;NA;10-01-2001;02-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
293;Riley BARRY;711111407;111-11-0296;RileyBARRY2155@hotmail.com;907-488-1715;house;1558;418 11th Avenue, Nashville, TN, 37203;61;4;2;1;Y;Y;Y;N;E;152000;147016;5;NA;10-01-2001;07-02-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
294;Phoebe MCWHIRTER;711111408;111-11-0297;PhoebeMCWHIRTER2155@gmail.com;907-488-1716;house;1950;419 11th Avenue, Nashville, TN, 37203;39;3;3;2;Y;Y;Y;Y;W;239000;236850;5;NA;10-01-2001;25-01-2001;sale;20;Nashville;406 11th Avenue, Nashville, TN, 37203;615-377-5880;nashville@realstateUSA.com
295;Bella MCINNES;711111409;111-11-0298;BellaMCINNES2155@hotmail.com;907-488-1717;house;1743;9656 Katy Freeway, Houston, TX, 77024;3;3;4;2;Y;Y;Y;Y;N;175000;168480;5;NA;11-01-2001;18-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
296;Alice DURKIN;711111410;111-11-0299;AliceDURKIN2155@hotmail.com;907-488-1718;house;1152;9657 Katy Freeway, Houston, TX, 77024;15;3;2;1;Y;Y;Y;N;N;158500;148742;5;NA;11-01-2001;15-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
297;Leah MCMURRAY;711111411;111-11-0300;LeahMCMURRAY2155@hotmail.com;907-488-1719;house;1336;9658 Katy Freeway, Houston, TX, 77024;35;2;2;1;Y;Y;Y;N;S;157000;155059;5;NA;11-01-2001;30-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
298;Kaia MACNAB;711111412;111-11-0301;KaiaMACNAB2155@gmail.com;907-488-1720;house;2452;9659 Katy Freeway, Houston, TX, 77024;54;4;3;2;Y;Y;Y;N;S;267000;261160;5;NA;11-01-2001;16-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
299;Hazel MCLEISH;711111413;111-11-0302;HazelMCLEISH2155@gmail.com;907-488-1721;house;1541;9660 Katy Freeway, Houston, TX, 77024;63;3;2;3;Y;Y;Y;Y;E;205000;201870;5;NA;11-01-2001;30-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
300;Victoria LUKE;711111414;111-11-0303;VictoriaLUKE2155@yahoo.com;907-488-1722;house;894;9661 Katy Freeway, Houston, TX, 77024;15;3;2;2;Y;Y;Y;Y;W;149900;140868;5;NA;11-01-2001;09-02-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
301;Heidi MCCUTCHEON;711111415;111-11-0304;HeidiMCCUTCHEON2155@gmail.com;907-488-1723;house;3493;9662 Katy Freeway, Houston, TX, 77024;37;3;3;3;Y;Y;Y;N;N;295000;285562;5;NA;11-01-2001;25-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
302;Ella GOUGH;711111416;111-11-0305;EllaGOUGH2155@yahoo.com;907-488-1724;house;2000;9663 Katy Freeway, Houston, TX, 77024;17;3;3;3;Y;Y;Y;N;E;305900;303070;5;NA;11-01-2001;10-02-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
303;Isla GIBSON;711111417;111-11-0306;IslaGIBSON2155@yahoo.com;907-488-1725;house;2243;9664 Katy Freeway, Houston, TX, 77024;70;4;4;3;Y;Y;Y;N;W;225000;223509;5;NA;11-01-2001;15-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
304;Athena MCEWAN;711111418;111-11-0307;AthenaMCEWAN2155@gmail.com;907-488-1726;house;1406;9665 Katy Freeway, Houston, TX, 77024;34;3;1;0;Y;Y;Y;Y;N;89500;86607;5;NA;11-01-2001;19-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
305;Alexis MARCH;711111419;111-11-0308;AlexisMARCH2155@gmail.com;907-488-1727;house;861;9666 Katy Freeway, Houston, TX, 77024;54;1;1;2;Y;Y;Y;Y;N;82500;80842;5;NA;11-01-2001;31-01-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
306;Addison MCSHERRY;711111420;111-11-0309;AddisonMCSHERRY2155@hotmail.com;907-488-1728;house;1944;9667 Katy Freeway, Houston, TX, 77024;28;3;3;3;Y;Y;Y;N;S;360000;357692;5;NA;12-01-2001;05-02-2001;sale;21;Houston;9655 Katy Freeway, Houston, TX, 77024;512-301-8589;houston@realstateUSA.com
307;Olivia TYLER;711111421;111-11-0310;OliviaTYLER2155@hotmail.com;907-488-1729;house;1501;201 E Grayson St., San Antonio, TX, 78215;24;3;3;2;Y;Y;Y;N;S;165600;161930;5;NA;12-01-2001;15-01-2001;sale;22;San Antonio;200 E Grayson St., San Antonio, TX, 78215;210-212-9292;sanantonio@realstateUSA.com
308;Frankie HOLDEN;711111422;111-11-0311;FrankieHOLDEN2155@yahoo.com;907-488-1730;house;972;202 E Grayson St., San Antonio, TX, 78215;62;2;2;1;Y;Y;Y;N;E;132000;130341;5;NA;12-01-2001;15-01-2001;sale;22;San Antonio;200 E Grayson St., San Antonio, TX, 78215;210-212-9292;sanantonio@realstateUSA.com
